author,body,categories,industries,characters_count,entities,hashtags,id,keywords,language,links,media,paragraphs_count,published_at,sentences_count,sentiment,source,summary,title,words_count,license_type
{'id': 3036969},"For more than 60 years, the @MandTBank Clothesline Festival has been Rochester's biggest art festival and MAG's largest annual fundraiser and celebration of artists. Join us on Saturday, September 11, and Sunday, September 12, rain or shine, for an in-person festival this year! All unvaccinated guests and artists will be asked to wear masks on the grounds and in the building. We will remind all that they should not attend if they are not feeling well. #ClotheslineFes https://www.facebook.com/events/346106853673872 More Upcoming Events","[{'id': 'IAB1-3', 'label': 'Fine Art', 'score': 0.44, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB1'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB1-3'}}, {'id': 'IAB18-2', 'label': 'Body Art', 'score': 0.29, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB18'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB18-2'}}, {'id': 'IAB1', 'label': 'Arts & Entertainment', 'score': 0.1, 'links': {'self': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB1'}}, {'id': 'IAB18', 'label': 'Style & Fashion', 'score': 0.09, 'links': {'self': 'https://api.aylien.com/api/v1/classify/taxonomy/iab-qag/IAB18'}}, {'id': '01020000', 'label': 'arts (general)', 'score': 0.19, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/iptc-subjectcode/01000000'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/iptc-subjectcode/01020000'}}, {'id': 'ay.culture', 'label': 'Culture, Entertainment and the Arts', 'score': 0.9, 'links': {'self': 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.culture'}}, {'id': 'ay.culture.art', 'label': 'Art', 'score': 0.9, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.culture'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.culture.art'}}, {'id': 'ay.lifesoc', 'label': 'Life and Society', 'score': 0.8, 'links': {'self': 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc'}}, {'id': 'ay.lifesoc.ceremony', 'label': 'Ceremonies and Events', 'score': 0.8, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc.ceremony'}}, {'id': 'ay.lifesoc.fundben', 'label': 'Fundraisers and Benefits', 'score': 0.8, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc.ceremony', 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc.philan'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc.fundben'}}, {'id': 'ay.lifesoc.philan', 'label': 'Philanthropy', 'score': 0.8, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/aylien/ay.lifesoc.philan'}}]","[{'id': 'in.are', 'label': 'Arts and Entertainment', 'score': 0.8, 'links': {'self': 'https://api.aylien.com/api/v1/classify/taxonomy/industries/in.are'}}, {'id': 'in.are.arts', 'label': 'Arts', 'score': 0.8, 'links': {'parents': ['https://api.aylien.com/api/v1/classify/taxonomy/industries/in.are'], 'self': 'https://api.aylien.com/api/v1/classify/taxonomy/industries/in.are.arts'}}]",540,"[{'id': 'N110447457917416339213801990950569918610', 'types': ['Organization'], 'overall_sentiment': {'polarity': 'positive', 'confidence': 0.7}, 'overall_prominence': 0.68, 'overall_frequency': 1, 'body': {'sentiment': {'polarity': 'positive', 'confidence': 0.7}, 'surface_forms': [{'text': '@MandTBank Clothesline Festival', 'frequency': 1, 'mentions': [{'index': {'start': 28, 'end': 59}, 'sentiment': {'polarity': 'positive', 'confidence': 0.7}}]}]}}, {'id': 'Q49218', 'links': {'wikipedia': 'https://en.wikipedia.org/wiki/Rochester,_New_York', 'wikidata': 'https://www.wikidata.org/wiki/Q49218'}, 'types': ['Political_organisation', 'Government', 'Corporation', 'Location', 'Company', 'Community', 'Organization', 'City', 'Local_government'], 'overall_sentiment': {'polarity': 'positive', 'confidence': 0.72}, 'overall_prominence': 0.53, 'overall_frequency': 1, 'body': {'sentiment': {'polarity': 'positive', 'confidence': 0.72}, 'surface_forms': [{'text': 'Rochester', 'frequency': 1, 'mentions': [{'index': {'start': 69, 'end': 78}, 'sentiment': {'polarity': 'positive', 'confidence': 0.72}}]}]}}, {'id': 'Q15109904', 'links': {'wikipedia': 'https://en.wikipedia.org/wiki/Magnetek', 'wikidata': 'https://www.wikidata.org/wiki/Q15109904'}, 'stock_tickers': ['MAG'], 'types': ['Organization', 'Business'], 'overall_sentiment': {'polarity': 'positive', 'confidence': 0.75}, 'overall_prominence': 0.39, 'overall_frequency': 1, 'body': {'sentiment': {'polarity': 'positive', 'confidence': 0.75}, 'surface_forms': [{'text': 'MAG', 'frequency': 1, 'mentions': [{'index': {'start': 106, 'end': 109}, 'sentiment': {'polarity': 'positive', 'confidence': 0.75}}]}]}}]","['#ProfessionalWrestlingAttacks', '#MTBank', '#MemorialArtGallery', '#RochesterNewYork', '#ArtsFestival']",3420683585,"['Clothesline', 'Memorial', 'Festival', 'Gallery', 'Bank', 'Memorial Art Gallery', 'M&T Bank', 'artists', 'building', 'grounds', 'years', 'masks', '#ClotheslineFes', 'guests', 'September', 'unvaccinated', 'Upcoming', 'fundraiser', 'celebration', 'in-person', 'shine', 'annual', 'Saturday', 'Events', 'Rochester', 'Sunday', 'art festival']",en,{'permalink': 'https://patch.com/new-york/rochester-ny/calendar/event/20210911/1258276/2021-m-t-bank-clothesline-festival-memorial-art-gallery'},"[{'content_length': 21188, 'height': 600, 'url': 'https://patch.com/img/cdn/assets/calendar/events1_800x600.jpg', 'width': 800}]",1,2021-09-11T06:21:52Z,5,"{'body': {'polarity': 'neutral', 'score': 0.771804}, 'title': {'polarity': 'neutral', 'score': 0.796287}}","{'domain': 'patch.com', 'home_page_url': 'https://patch.com/', 'id': 116250, 'locations': [{'country': 'US'}], 'name': 'Patch', 'rankings': {'alexa': [{'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 3614}, {'country': 'IN', 'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 14502}, {'country': 'PK', 'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 6076}, {'country': 'US', 'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 728}, {'country': 'GB', 'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 17515}, {'country': 'CA', 'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 8688}, {'country': 'EC', 'fetched_at': '2022-08-16T02:15:11.840883167Z', 'rank': 1011}]}}","{'sentences': [""For more than 60 years, the @MandTBank Clothesline Festival has been Rochester's biggest art festival and MAG's largest annual fundraiser and celebration of artists."", 'Join us on Saturday, September 11, and Sunday, September 12, rain or shine, for an in-person festival this year!', 'All unvaccinated guests and artists will be asked to wear masks on the grounds and in the building.']}",2021 M&T Bank Clothesline Festival - Memorial Art Gallery,90,0
