Place_id,Bank_Name,Address,State
ChIJ_el9pWKx54kR780KRG89y_g,Webster Bank,"665 W Main St, New Britain, CT 06053, United States",Virginia
ChIJJ6wcvINw44kRrj4ZMijAvx8,Webster Bank,"100 Franklin St, Boston, MA 02110, United States",Virginia
ChIJfx2zjbbl5IkRCEUaaCvetxc,Webster Bank,"975 Ashley Blvd, New Bedford, MA 02745, United States",Virginia
ChIJ4a9DHajG54kRjUogJidTIHc,Webster Bank,"45 Waterbury Rd, Prospect, CT 06712, United States",Virginia
ChIJGa2xmBZF5IkRPLJqs2so8As,Webster Bank,"50 Kennedy Plaza, Providence, RI 02903, United States",Virginia
ChIJX3_k9Hyr54kRUe_abpZWZAg,Webster Bank,"774 N Main St, West Hartford, CT 06117, United States",Virginia
ChIJP-cN9Rz2wokREGKZov7nsTg,Webster Bank,"1249 5th Ave, New York, NY 10029, United States",Virginia
ChIJC2MwDarB54kR79mpobTLShY,Webster Bank - Main Office,"145 Bank St, Waterbury, CT 06702, United States",Virginia
ChIJ551oJUiCwokRqzivD24QLeU,Webster Bank,"20 Cold Spring Rd, Syosset, NY 11791, United States",Virginia
ChIJA_hI6UnQ54kRz-wgS3sYGYM,Webster Bank,"70 Washington Ave, North Haven, CT 06473, United States",Washington
ChIJ_y4EIlWL5IkRtA0m17GQJG8,Webster Bank,"2 Washington St, Taunton, MA 02780, United States",Washington
ChIJb3P5wquG5IkR3InTi-oEDS4,Webster Bank,"700 Washington St, Stoughton, MA 02072, United States",Washington
ChIJX3_k9Hyr54kRUe_abpZWZAg,Webster Bank,"774 N Main St, West Hartford, CT 06117, United States",West Virginia
ChIJjZDcf6xZwokRUosyCVqCKuw,Webster Bank,"420 Lexington Ave, New York, NY 10170, United States",District of Columbia
