Predicted_Pilar;year;month;Bank Name;Sentiment_Score;Positive_gen;Negative_gen;Neutral_gen
Social Internal;2020;1;Citizens Bank;8.8122;8.7433;0.0247;0.1376
Social Internal;2020;1;Dime Bank;5.7376;5.6622;3.9478;0.1509
Social Internal;2020;1;Fifth Third Bank;8.1619;8.0479;1.5717;0.2280
Social Internal;2020;1;First Horizon Bank;0.0897;0.0080;9.8167;0.1633
Social Internal;2020;1;Webster Bank;0.1314;0.0078;9.7308;0.2472
Social Internal;2020;2;Citizens Bank;9.9837;9.9686;0.0004;0.0303
Social Internal;2020;2;Dime Bank;9.9902;9.9851;0.0010;0.0101
Social Internal;2020;2;Fifth Third Bank;8.0784;7.9442;1.6828;0.2683
Social Internal;2020;2;First Horizon Bank;9.9780;9.9571;0.0005;0.0418
Social Internal;2020;2;Webster Bank;1.2900;1.2687;8.3479;0.0425
Social Internal;2020;3;Citizens Bank;6.6546;6.6411;3.3264;0.0271
Social Internal;2020;3;Dime Bank;5.3837;5.3381;2.5452;0.0913
Social Internal;2020;3;Fifth Third Bank;8.2729;8.2507;1.6344;0.0444
Social Internal;2020;3;First Horizon Bank;0.0800;0.0775;0.0077;0.0048
Social Internal;2020;3;Webster Bank;0.0446;0.0280;9.9162;0.0332
Social Internal;2020;4;Dime Bank;5.1095;5.0417;4.8154;0.1356
Social Internal;2020;4;Fifth Third Bank;8.0055;7.9951;1.9835;0.0207
Social Internal;2020;4;First Horizon Bank;0.0786;0.0178;9.8566;0.1217
Social Internal;2020;4;Webster Bank;3.4405;3.3835;6.0183;0.1141
Social Internal;2020;5;Citizens Bank;8.0093;7.9586;0.0124;0.1013
Social Internal;2020;5;Dime Bank;5.0040;5.0019;4.9931;0.0042
Social Internal;2020;5;First Horizon Bank;4.7924;4.5577;4.9679;0.4694
Social Internal;2020;5;Webster Bank;4.9986;4.9957;4.9982;0.0058
Social Internal;2020;6;Citizens Bank;9.4398;8.9382;0.0414;1.0032
Social Internal;2020;6;Fifth Third Bank;7.5004;7.4981;2.4962;0.0045
Social Internal;2020;6;First Horizon Bank;9.9950;9.9912;0.0002;0.0076
Social Internal;2020;6;Webster Bank;9.9975;9.9959;0.0002;0.0031
Social Internal;2020;7;Citizens Bank;5.1797;5.0715;3.3410;0.2165
Social Internal;2020;7;Dime Bank;3.3804;3.3402;6.5705;0.0804
Social Internal;2020;7;Fifth Third Bank;5.3535;5.2811;2.7128;0.1449
Social Internal;2020;7;First Horizon Bank;3.4385;3.3196;6.1948;0.2379
Social Internal;2020;7;Webster Bank;0.0095;0.0011;9.9817;0.0167
Social Internal;2020;8;Citizens Bank;8.3578;8.2916;0.0117;0.1325
Social Internal;2020;8;Dime Bank;2.5139;2.5080;7.4794;0.0118
Social Internal;2020;8;Fifth Third Bank;6.3627;6.0739;3.3246;0.5774
Social Internal;2020;8;First Horizon Bank;3.9964;3.9925;5.9978;0.0078
Social Internal;2020;9;Citizens Bank;6.6887;6.6113;3.2333;0.1548
Social Internal;2020;9;Dime Bank;7.0293;6.9345;2.7434;0.1896
Social Internal;2020;9;Fifth Third Bank;8.3293;8.3214;1.6612;0.0157
Social Internal;2020;9;First Horizon Bank;2.6045;2.5824;4.7796;0.0442
Social Internal;2020;9;Webster Bank;6.4177;6.2770;2.9628;0.2814
Social Internal;2020;10;Citizens Bank;8.6226;8.6159;0.0584;0.0134
Social Internal;2020;10;Dime Bank;0.5517;0.3441;3.9782;0.4151
Social Internal;2020;10;Fifth Third Bank;0.2677;0.0088;9.4595;0.5178
Social Internal;2020;10;First Horizon Bank;9.9936;9.9879;0.0003;0.0114
Social Internal;2020;10;Webster Bank;7.0819;6.5608;0.5161;1.0422
Social Internal;2020;11;Citizens Bank;9.3652;8.9710;0.1691;0.7883
Social Internal;2020;11;Dime Bank;5.6613;4.6636;3.3343;1.9953
Social Internal;2020;11;Fifth Third Bank;6.6737;6.6597;3.3061;0.0280
Social Internal;2020;11;First Horizon Bank;9.9837;9.9680;0.0004;0.0314
Social Internal;2020;11;Webster Bank;0.0059;0.0015;9.9885;0.0088
Social Internal;2020;12;Citizens Bank;9.9715;9.9460;0.0007;0.0510
Social Internal;2020;12;Dime Bank;6.0721;5.9573;3.8025;0.2297
Social Internal;2020;12;Fifth Third Bank;6.9986;6.7647;2.7315;0.4678
Social Internal;2020;12;First Horizon Bank;8.3231;8.3133;1.6667;0.0197
Social Internal;2020;12;Webster Bank;3.3567;3.3398;6.6231;0.0337
Social Internal;2021;1;Citizens Bank;9.9658;9.9340;0.0011;0.0637
Social Internal;2021;1;Dime Bank;4.9999;4.9992;4.9991;0.0015
Social Internal;2021;1;Fifth Third Bank;4.0354;4.0167;2.1314;0.0374
Social Internal;2021;1;First Horizon Bank;0.0123;0.0052;9.9651;0.0141
Social Internal;2021;1;M&T Bank;7.5911;7.5606;0.0072;0.0610
Social Internal;2021;1;Webster Bank;4.9931;4.9539;4.9464;0.0784
Social Internal;2021;2;Citizens Bank;5.0820;5.0397;4.8583;0.0846
Social Internal;2021;2;Dime Bank;9.9972;9.9955;0.0003;0.0034
Social Internal;2021;2;Fifth Third Bank;6.6679;6.6626;3.3259;0.0106
Social Internal;2021;2;First Horizon Bank;0.2844;0.1338;9.5612;0.3013
Social Internal;2021;2;Webster Bank;0.0363;0.0142;9.8680;0.0442
Social Internal;2021;3;Citizens Bank;5.1665;5.1481;0.0028;0.0368
Social Internal;2021;3;Dime Bank;4.6516;4.6336;5.0387;0.0361
Social Internal;2021;3;Fifth Third Bank;7.0620;7.0038;2.0774;0.1164
Social Internal;2021;3;First Horizon Bank;9.9882;9.9773;0.0005;0.0217
Social Internal;2021;3;Webster Bank;8.3870;8.3292;1.4558;0.1157
Social Internal;2021;4;Citizens Bank;9.9983;9.9973;0.0002;0.0020
Social Internal;2021;4;Dime Bank;4.0041;3.9954;5.9847;0.0175
Social Internal;2021;4;Fifth Third Bank;9.9759;9.9525;0.0003;0.0467
Social Internal;2021;4;First Horizon Bank;0.0617;0.0494;9.2310;0.0247
Social Internal;2021;4;Webster Bank;0.6324;0.6031;1.5036;0.0585
Social Internal;2021;5;Citizens Bank;8.0262;7.8990;1.8358;0.2543
Social Internal;2021;5;Dime Bank;6.7638;6.7315;0.4544;0.0646
Social Internal;2021;5;Fifth Third Bank;9.9701;9.9453;0.0025;0.0495
Social Internal;2021;5;First Horizon Bank;2.0826;0.4824;4.5919;3.2005
Social Internal;2021;5;Webster Bank;3.2530;2.4783;5.7695;1.5493
Social Internal;2021;6;Citizens Bank;9.9858;9.9735;0.0010;0.0247
Social Internal;2021;6;Dime Bank;5.3185;5.1496;3.8147;0.3377
Social Internal;2021;6;Fifth Third Bank;9.8746;9.7654;0.0079;0.2185
Social Internal;2021;6;First Horizon Bank;7.4606;7.3583;1.9503;0.2045
Social Internal;2021;6;Webster Bank;0.0031;0.0006;9.9943;0.0050
Social Internal;2021;7;Citizens Bank;8.4287;8.4198;0.0062;0.0179
Social Internal;2021;7;Dime Bank;4.7290;4.6097;5.1506;0.2387
Social Internal;2021;7;Fifth Third Bank;8.0271;8.0002;1.9386;0.0538
Social Internal;2021;7;Webster Bank;5.0006;0.1829;0.1781;9.6356
Social Internal;2021;8;Citizens Bank;9.9961;9.9929;0.0003;0.0064
Social Internal;2021;8;Dime Bank;9.9149;9.8982;0.0047;0.0333
Social Internal;2021;8;Fifth Third Bank;8.4819;8.1216;1.0789;0.7208
Social Internal;2021;8;First Horizon Bank;0.0288;0.0156;9.8928;0.0265
Social Internal;2021;8;Webster Bank;5.0525;5.0473;4.5254;0.0102
Social Internal;2021;9;Citizens Bank;6.5814;6.5349;3.3378;0.0931
Social Internal;2021;9;Dime Bank;9.9924;9.9855;0.0004;0.0138
Social Internal;2021;9;Fifth Third Bank;5.9733;5.9397;3.9689;0.0673
Social Internal;2021;9;Webster Bank;4.6658;4.5637;4.5986;0.2043
Social Internal;2021;10;Citizens Bank;9.9579;9.9181;0.0008;0.0797
Social Internal;2021;10;Fifth Third Bank;7.1076;6.7718;1.7684;0.6715
Social Internal;2021;10;First Horizon Bank;9.9939;9.9884;0.0002;0.0111
Social Internal;2021;11;Citizens Bank;9.6348;9.2751;0.0028;0.7194
Social Internal;2021;11;Dime Bank;6.6597;6.6460;3.3236;0.0274
Social Internal;2021;11;Fifth Third Bank;3.3621;3.3278;6.4415;0.0686
Social Internal;2021;11;First Horizon Bank;0.7366;0.4951;8.2118;0.4829
Social Internal;2021;11;M&T Bank;7.9992;7.9461;0.0918;0.1061
Social Internal;2021;11;Webster Bank;0.3190;0.0722;8.1650;0.4935
Social Internal;2021;12;Citizens Bank;9.9853;9.9734;0.0020;0.0238
Social Internal;2021;12;Dime Bank;6.6116;6.5319;3.3076;0.1594
Social Internal;2021;12;Fifth Third Bank;0.2937;0.0410;9.4487;0.5055
Social Internal;2021;12;First Horizon Bank;5.3130;5.1891;3.7499;0.2479
Social Internal;2021;12;Webster Bank;0.4473;0.4076;8.1241;0.0794
Social Internal;2022;1;Citizens Bank;7.5996;7.5088;2.2604;0.1816
Social Internal;2022;1;Dime Bank;4.2000;3.8314;5.4302;0.7373
Social Internal;2022;1;Fifth Third Bank;0.2390;0.0324;9.5303;0.4132
Social Internal;2022;1;First Horizon Bank;9.8839;9.8603;0.0126;0.0471
Social Internal;2022;1;Webster Bank;0.1029;0.0921;9.7993;0.0215
Social Internal;2022;2;Citizens Bank;5.0907;5.0641;0.8031;0.0531
Social Internal;2022;2;Dime Bank;8.7177;8.6820;1.1922;0.0714
Social Internal;2022;2;Fifth Third Bank;9.9953;9.9913;0.0003;0.0080
Social Internal;2022;2;First Horizon Bank;4.7740;4.4804;4.4629;0.5872
Social Internal;2022;2;Webster Bank;2.5218;2.4997;7.4551;0.0442
Social Internal;2022;3;Citizens Bank;8.7017;8.2085;0.6224;0.9863
Social Internal;2022;3;Dime Bank;7.6846;7.6742;2.2331;0.0209
Social Internal;2022;3;Fifth Third Bank;5.0122;5.0026;4.9768;0.0192
Social Internal;2022;3;First Horizon Bank;4.0082;3.8263;4.5673;0.3638
Social Internal;2022;3;Webster Bank;0.0154;0.0113;9.9762;0.0083
Social Internal;2022;4;Citizens Bank;5.6343;5.5467;3.8943;0.1753
Social Internal;2022;4;Dime Bank;5.0724;5.0419;4.2146;0.0610
Social Internal;2022;4;Fifth Third Bank;7.3987;7.2783;2.1647;0.2407
Social Internal;2022;4;First Horizon Bank;6.1255;5.9137;3.2784;0.4236
Social Internal;2022;4;Webster Bank;0.0378;0.0274;9.8296;0.0209
Social Internal;2022;5;Citizens Bank;9.9735;9.9485;0.0010;0.0500
Social Internal;2022;5;Dime Bank;6.8710;6.7888;0.1707;0.1645
Social Internal;2022;5;Fifth Third Bank;4.3353;4.2907;5.5545;0.0892
Social Internal;2022;5;First Horizon Bank;0.7049;0.3580;2.3179;0.6939
Social Internal;2022;5;Webster Bank;3.5553;3.4934;5.7453;0.1237
Social Internal;2022;6;Citizens Bank;6.6642;6.6612;3.3327;0.0059
Social Internal;2022;6;Dime Bank;6.3164;5.1574;2.4058;2.3181
Social Internal;2022;6;Fifth Third Bank;2.9462;2.7787;6.3019;0.3349
Social Internal;2022;6;First Horizon Bank;9.9897;9.9806;0.0008;0.0182
Social Internal;2022;6;Webster Bank;0.0054;0.0025;9.9895;0.0056
Social Internal;2022;7;Citizens Bank;9.9979;9.9963;0.0003;0.0031
Social Internal;2022;7;Dime Bank;6.6646;6.6617;3.3320;0.0058
Social Internal;2022;7;Fifth Third Bank;4.7925;4.7770;4.4766;0.0309
Social Internal;2022;7;First Horizon Bank;7.5010;7.5002;2.4978;0.0017
Social Internal;2022;7;Webster Bank;5.0675;4.9610;4.8137;0.2130
Social Internal;2022;8;Citizens Bank;9.9917;9.9893;0.0016;0.0046
Social Internal;2022;8;Dime Bank;7.1092;7.0513;2.8300;0.1159
Social Internal;2022;8;Fifth Third Bank;6.2851;6.2605;3.3230;0.0493
Social Internal;2022;8;First Horizon Bank;9.9952;9.9917;0.0011;0.0070
Social Internal;2022;8;Webster Bank;9.0425;8.6025;0.2308;0.8800
Social Internal;2022;9;Citizens Bank;7.1335;7.1055;2.3047;0.0560
Social Internal;2022;9;Dime Bank;5.7244;5.6066;3.1860;0.2357
Social Internal;2022;9;Fifth Third Bank;6.7469;6.7232;2.0054;0.0473
Social Internal;2022;9;First Horizon Bank;7.2946;7.2759;2.6244;0.0374
Social Internal;2022;9;M&T Bank;0.1089;0.0245;9.7999;0.1688
Social Internal;2022;9;Webster Bank;2.5002;2.4979;7.4972;0.0047
Social Internal;2022;10;Citizens Bank;7.4512;7.4012;2.4974;0.0999
Social Internal;2022;10;Dime Bank;2.1287;1.7690;6.6259;0.7195
Social Internal;2022;10;Fifth Third Bank;6.2101;6.0352;2.5218;0.3498
Social Internal;2022;10;First Horizon Bank;2.7186;2.3105;4.6644;0.8161
Social Internal;2022;10;M&T Bank;0.1917;0.0600;9.6633;0.2634
Social Internal;2022;11;Citizens Bank;8.0236;7.8317;1.6761;0.3838
Social Internal;2022;11;Dime Bank;5.4651;5.4465;2.0103;0.0372
Social Internal;2022;11;Fifth Third Bank;2.6002;2.5936;7.3863;0.0134
Social Internal;2022;11;First Horizon Bank;8.8048;8.6360;1.0168;0.3377
Social Internal;2022;11;Webster Bank;3.7776;3.7367;6.0664;0.0818
Social Internal;2022;12;Citizens Bank;9.5869;9.4025;0.1228;0.3689
Social Internal;2022;12;Dime Bank;5.4525;4.9704;4.0593;0.9641
Social Internal;2022;12;Fifth Third Bank;6.2899;6.2092;3.4650;0.1614
Social Internal;2022;12;First Horizon Bank;9.9919;9.9856;0.0008;0.0126
Social Internal;2022;12;Webster Bank;3.3400;3.3317;6.6489;0.0166
Social Internal;2023;1;Citizens Bank;9.9897;9.9803;0.0004;0.0187
Social Internal;2023;1;Dime Bank;3.3947;3.3348;6.5297;0.1198
Social Internal;2023;1;Fifth Third Bank;4.3638;4.3094;5.2535;0.1087
Social Internal;2023;1;First Horizon Bank;5.0622;5.0425;4.9168;0.0393
Social Internal;2023;1;Webster Bank;3.9933;3.6973;4.1627;0.5920
Social Internal;2023;2;Dime Bank;4.7591;4.2357;4.7130;1.0468
Social Internal;2023;2;Fifth Third Bank;6.9496;6.9091;2.8841;0.0812
Social Internal;2023;2;First Horizon Bank;9.9271;9.8851;0.0026;0.0840
Social Internal;2023;2;M&T Bank;9.9413;9.8934;0.0035;0.0957
Social Internal;2023;2;Webster Bank;4.9979;4.9865;4.9903;0.0227
Social Internal;2023;3;Citizens Bank;9.8764;9.7568;0.0023;0.2392
Social Internal;2023;3;Dime Bank;7.1553;7.1420;2.7841;0.0266
Social Internal;2023;3;Fifth Third Bank;5.0564;5.0432;4.1160;0.0265
Social Internal;2023;3;First Horizon Bank;9.6206;9.2905;0.0295;0.6602
Social Internal;2023;3;Webster Bank;0.0116;0.0022;9.9768;0.0189
Social Internal;2023;4;Citizens Bank;9.9958;9.9922;0.0005;0.0071
Social Internal;2023;4;Dime Bank;4.3356;4.2902;5.6134;0.0908
Social Internal;2023;4;Fifth Third Bank;3.3422;3.3331;6.6452;0.0181
Social Internal;2023;4;First Horizon Bank;5.1879;5.1472;2.6507;0.0813
Social Internal;2023;5;Citizens Bank;5.2144;5.1182;4.3599;0.1924
Social Internal;2023;5;Dime Bank;4.6737;4.3078;4.2258;0.7318
Social Internal;2023;5;Fifth Third Bank;5.0390;4.8156;3.8427;0.4467
Social Internal;2023;5;First Horizon Bank;1.7268;1.6227;7.1082;0.2082
Social Internal;2023;5;Webster Bank;2.5611;2.2799;7.1463;0.5623
Social Internal;2023;6;Citizens Bank;5.0002;4.9954;4.9861;0.0096
Social Internal;2023;6;Dime Bank;0.0952;0.0706;7.6260;0.0492
Social Internal;2023;6;Fifth Third Bank;3.3844;3.3371;6.5676;0.0945
Social Internal;2023;6;First Horizon Bank;1.5014;1.1358;7.1800;0.7312
Social Internal;2023;6;Webster Bank;5.7116;5.1627;3.4678;1.0978
Social Internal;2023;7;Citizens Bank;7.7643;7.2927;1.7341;0.9433
Social Internal;2023;7;Dime Bank;7.1292;7.1191;2.8563;0.0202
Social Internal;2023;7;Fifth Third Bank;5.3065;5.1484;4.4597;0.3161
Social Internal;2023;7;First Horizon Bank;9.9357;9.8843;0.0070;0.1027
Social Internal;2023;7;Webster Bank;5.7665;5.7314;4.1626;0.0702
Social Internal;2023;8;Citizens Bank;3.3463;3.2774;6.4860;0.1379
Social Internal;2023;8;Dime Bank;6.7163;6.6582;3.2250;0.1162
Social Internal;2023;8;Fifth Third Bank;5.3112;5.3023;2.0210;0.0178
Social Internal;2023;8;First Horizon Bank;7.5925;7.5733;2.0242;0.0384
Social Internal;2023;8;Webster Bank;5.4408;5.1666;4.2826;0.5486
Social Internal;2023;9;Citizens Bank;7.6042;7.2903;1.0049;0.6279
Social Internal;2023;9;Dime Bank;4.0256;4.0184;5.9649;0.0145
Social Internal;2023;9;Fifth Third Bank;5.8217;5.7693;3.6696;0.1048
Social Internal;2023;9;First Horizon Bank;8.1838;8.1037;1.1038;0.1603
Social Internal;2023;9;Webster Bank;6.3359;6.0468;3.0934;0.5783
Social Internal;2023;10;Citizens Bank;5.9987;5.9951;3.9972;0.0072
Social Internal;2023;10;Dime Bank;3.8182;3.5019;5.2508;0.6325
Social Internal;2023;10;Fifth Third Bank;5.5755;5.5452;4.3810;0.0605
Social Internal;2023;10;First Horizon Bank;2.5223;2.5124;7.3716;0.0199
Social Internal;2023;10;Webster Bank;5.0149;4.9695;4.9324;0.0908
Social Internal;2023;11;Citizens Bank;3.4587;3.4136;6.4665;0.0903
Social Internal;2023;11;Dime Bank;4.9376;4.8995;3.8007;0.0764
Social Internal;2023;11;Fifth Third Bank;2.5411;1.8713;5.9361;1.3395
Social Internal;2023;11;First Horizon Bank;5.0301;5.0056;4.9212;0.0490
Social Internal;2023;11;Webster Bank;0.1776;0.1402;8.1781;0.0747
Social Internal;2023;12;Citizens Bank;9.9606;9.9363;0.0021;0.0487
Social Internal;2023;12;Dime Bank;5.2390;5.1314;3.6056;0.2151
Social Internal;2023;12;Fifth Third Bank;3.3422;3.3144;6.6249;0.0556
Social Internal;2023;12;First Horizon Bank;5.0930;5.0599;2.4042;0.0660
Social Internal;2023;12;Webster Bank;6.2832;6.1685;3.0567;0.2294
Social Internal;2024;1;Citizens Bank;5.8614;5.7313;2.0753;0.2601
Social Internal;2024;1;Dime Bank;2.6515;2.6203;6.2731;0.0626
Social Internal;2024;1;Fifth Third Bank;7.0579;6.9845;1.5322;0.1468
Social Internal;2024;1;First Horizon Bank;6.0247;5.9893;0.2329;0.0707
Social Internal;2024;1;Webster Bank;7.6063;6.8194;1.6007;1.5738
Social Internal;2024;2;Dime Bank;5.2480;5.1638;4.6349;0.1682
Social Internal;2024;2;Fifth Third Bank;5.7727;5.2904;3.1898;0.9647
Social Internal;2024;2;First Horizon Bank;6.5948;6.4744;3.1329;0.2407
Social Internal;2024;2;Webster Bank;8.4313;8.4024;1.1148;0.0578
Social Internal;2024;3;Citizens Bank;8.6022;8.4821;1.0598;0.2402
Social Internal;2024;3;Dime Bank;2.7947;2.7695;6.0343;0.0504
Social Internal;2024;3;Fifth Third Bank;4.2703;4.2011;5.6558;0.1385
Social Internal;2024;3;First Horizon Bank;7.9770;7.9531;1.9971;0.0478
Social Internal;2024;3;Webster Bank;6.7149;6.6912;1.8809;0.0473
Social Internal;2024;4;Citizens Bank;6.7207;6.7092;2.8067;0.0231
Social Internal;2024;4;Dime Bank;7.0134;6.9425;2.0326;0.1418
Social Internal;2024;4;Fifth Third Bank;3.9983;3.9626;5.6837;0.0714
Social Internal;2024;4;First Horizon Bank;3.1646;2.9619;3.9472;0.4054
