Predicted_Pilar;year;month;Bank Name;Sentiment_Score;Positive_gen;Negative_gen;Neutral_gen
Social External;2016;4;Webster Bank;8.0512;7.8499;0.2721;0.4025
Social External;2016;5;Citizens Bank;9.2815;8.5846;0.0212;1.3938
Social External;2016;5;Dime Bank;8.4378;8.1078;0.4314;0.6600
Social External;2016;5;Fifth Third Bank;6.3885;6.0960;2.7032;0.5850
Social External;2016;5;First Horizon Bank;3.6013;2.6598;4.3426;1.8830
Social External;2016;5;Webster Bank;6.7873;6.6912;3.0447;0.1920
Social External;2016;6;Citizens Bank;9.3388;9.1515;0.3613;0.3745
Social External;2016;6;Dime Bank;8.0741;7.8605;0.3094;0.4272
Social External;2016;6;Fifth Third Bank;6.1265;5.9307;3.6554;0.3915
Social External;2016;6;First Horizon Bank;6.8663;6.4070;2.6644;0.9185
Social External;2016;6;Webster Bank;7.4984;7.4916;2.4301;0.0135
Social External;2016;7;Citizens Bank;5.1551;4.9943;4.6659;0.3216
Social External;2016;7;Dime Bank;8.2294;8.1673;1.6615;0.1240
Social External;2016;7;Fifth Third Bank;3.0248;2.9936;6.9338;0.0624
Social External;2016;7;First Horizon Bank;9.8402;9.8031;0.0358;0.0741
Social External;2016;7;Webster Bank;4.3529;4.3012;3.1040;0.1034
Social External;2016;8;Citizens Bank;5.7876;5.6018;2.0928;0.3717
Social External;2016;8;Dime Bank;4.5469;3.6281;4.3860;1.8376
Social External;2016;8;Fifth Third Bank;7.5396;6.8576;1.7683;1.3640
Social External;2016;8;First Horizon Bank;4.9112;4.8257;4.9136;0.1710
Social External;2016;8;Webster Bank;0.0590;0.0435;9.9176;0.0311
Social External;2016;9;Citizens Bank;9.9860;9.9752;0.0019;0.0216
Social External;2016;9;Dime Bank;6.3225;5.1344;2.4857;2.3761
Social External;2016;9;Fifth Third Bank;3.1011;2.9710;5.9164;0.2602
Social External;2016;9;First Horizon Bank;1.1126;0.9470;7.4043;0.3312
Social External;2016;9;Webster Bank;9.9139;9.8341;0.0034;0.1596
Social External;2016;10;Citizens Bank;6.2247;3.4670;1.0062;5.5153
Social External;2016;10;Dime Bank;6.1358;6.0518;3.5737;0.1681
Social External;2016;10;Fifth Third Bank;6.0966;5.8846;3.6378;0.4240
Social External;2016;10;First Horizon Bank;1.4049;0.9466;4.7729;0.9166
Social External;2016;10;Webster Bank;5.6879;5.6727;4.2824;0.0305
Social External;2016;11;Citizens Bank;9.8339;9.7189;0.0154;0.2299
Social External;2016;11;Dime Bank;4.0190;4.0119;5.9600;0.0141
Social External;2016;11;Fifth Third Bank;6.6648;6.2449;2.5548;0.8397
Social External;2016;11;First Horizon Bank;1.1062;0.1965;7.8544;1.8196
Social External;2016;11;Webster Bank;8.7263;8.6889;1.2247;0.0749
Social External;2016;12;Citizens Bank;6.6686;5.9712;0.6968;1.3947
Social External;2016;12;Dime Bank;2.6672;2.5521;5.1601;0.2303
Social External;2016;12;Fifth Third Bank;2.3711;2.3012;6.7969;0.1398
Social External;2016;12;First Horizon Bank;5.9166;5.4137;2.5937;1.0057
Social External;2016;12;M&T Bank;0.1480;0.1228;0.4063;0.0505
Social External;2016;12;Webster Bank;9.8166;9.8077;0.0648;0.0177
Social External;2017;1;Citizens Bank;7.0080;5.5714;1.4539;2.8734
Social External;2017;1;Dime Bank;3.6093;2.0804;4.8107;3.0578
Social External;2017;1;Fifth Third Bank;5.6745;5.2936;3.3728;0.7619
Social External;2017;1;First Horizon Bank;6.2994;5.9085;0.7378;0.7817
Social External;2017;1;Webster Bank;7.8308;7.6299;1.7714;0.4018
Social External;2017;2;Citizens Bank;8.3939;7.7525;0.3464;1.2829
Social External;2017;2;Dime Bank;6.4722;6.4625;3.4915;0.0192
Social External;2017;2;Fifth Third Bank;5.0041;5.0002;4.9914;0.0077
Social External;2017;2;First Horizon Bank;7.1373;5.8283;1.2703;2.6181
Social External;2017;2;Webster Bank;6.9929;6.5138;2.5215;0.9583
Social External;2017;3;Citizens Bank;6.5010;4.9697;1.6857;3.0627
Social External;2017;3;Dime Bank;5.8746;5.3809;3.5633;0.9874
Social External;2017;3;Fifth Third Bank;7.1120;6.7143;2.3381;0.7954
Social External;2017;3;First Horizon Bank;7.1938;5.6743;1.1547;3.0392
Social External;2017;3;Webster Bank;9.8462;9.6952;0.0024;0.3018
Social External;2017;4;Citizens Bank;5.7320;5.1141;3.4262;1.2358
Social External;2017;4;Dime Bank;3.6004;3.4052;5.3097;0.3904
Social External;2017;4;Fifth Third Bank;3.5541;2.9207;5.4692;1.2670
Social External;2017;4;First Horizon Bank;6.9136;6.6377;2.4625;0.5518
Social External;2017;4;Webster Bank;8.8496;8.6111;0.2076;0.4770
Social External;2017;5;Citizens Bank;9.0207;8.1871;0.0022;1.6672
Social External;2017;5;Dime Bank;6.4829;6.3009;3.3338;0.3639
Social External;2017;5;Fifth Third Bank;2.3248;2.1837;6.6254;0.2821
Social External;2017;5;First Horizon Bank;9.4213;8.8693;0.0210;1.1040
Social External;2017;5;Webster Bank;5.0238;4.9979;4.1097;0.0518
Social External;2017;6;Citizens Bank;7.7876;7.0791;1.0699;1.4169
Social External;2017;6;Dime Bank;4.1553;4.0149;5.6893;0.2808
Social External;2017;6;Fifth Third Bank;5.5580;5.4113;4.0357;0.2935
Social External;2017;6;First Horizon Bank;6.6715;6.6685;3.3215;0.0061
Social External;2017;6;Webster Bank;8.4850;8.2122;1.2342;0.5455
Social External;2017;7;Citizens Bank;6.3839;6.3677;2.6500;0.0324
Social External;2017;7;Dime Bank;5.7509;5.7157;4.2129;0.0705
Social External;2017;7;Fifth Third Bank;3.8560;3.6474;4.4684;0.4172
Social External;2017;7;First Horizon Bank;5.0262;4.3192;4.0600;1.4141
Social External;2017;7;Webster Bank;9.2639;8.6787;0.0540;1.1706
Social External;2017;8;Citizens Bank;8.4341;8.4031;0.8240;0.0620
Social External;2017;8;Dime Bank;1.9705;0.8875;6.9022;2.1659
Social External;2017;8;Fifth Third Bank;6.0137;5.9182;3.7742;0.1910
Social External;2017;8;First Horizon Bank;9.9473;9.8979;0.0018;0.0988
Social External;2017;8;Webster Bank;2.6132;2.1084;5.3494;1.0095
Social External;2017;9;Citizens Bank;8.1257;7.4860;1.2318;1.2794
Social External;2017;9;Dime Bank;4.1086;3.4854;4.2876;1.2464
Social External;2017;9;Fifth Third Bank;5.3836;5.2521;4.3081;0.2631
Social External;2017;9;First Horizon Bank;6.6550;6.6499;3.3374;0.0103
Social External;2017;9;Webster Bank;5.3763;5.0019;4.2414;0.7488
Social External;2017;10;Citizens Bank;6.7283;6.0649;2.0562;1.3267
Social External;2017;10;Dime Bank;4.8958;3.4770;2.9472;2.8376
Social External;2017;10;Fifth Third Bank;3.3081;2.9396;4.8655;0.7371
Social External;2017;10;First Horizon Bank;3.5869;3.3063;4.8508;0.5613
Social External;2017;10;Webster Bank;7.9302;7.4662;1.5707;0.9279
Social External;2017;11;Citizens Bank;7.5983;7.3484;2.0261;0.4997
Social External;2017;11;Dime Bank;2.9749;2.0341;5.8990;1.8816
Social External;2017;11;Fifth Third Bank;4.0574;4.0459;3.0078;0.0229
Social External;2017;11;First Horizon Bank;6.1542;5.1871;2.6250;1.9341
Social External;2017;11;Webster Bank;4.5675;4.1690;1.2457;0.7969
Social External;2017;12;Citizens Bank;9.9160;9.8437;0.0042;0.1446
Social External;2017;12;Dime Bank;2.9151;2.5515;5.0695;0.7273
Social External;2017;12;Fifth Third Bank;4.1928;4.0784;4.4273;0.2289
Social External;2017;12;First Horizon Bank;6.6539;6.1087;1.1544;1.0903
Social External;2017;12;Webster Bank;7.6900;5.6560;0.2562;4.0680
Social External;2018;1;Citizens Bank;7.4009;6.9174;1.7199;0.9671
Social External;2018;1;Dime Bank;1.5419;1.0238;7.1746;1.0362
Social External;2018;1;Fifth Third Bank;2.5933;1.9444;6.1023;1.2977
Social External;2018;1;First Horizon Bank;3.6571;3.1154;5.3822;1.0835
Social External;2018;1;Webster Bank;1.0244;0.1757;8.1240;1.6974
Social External;2018;2;Citizens Bank;3.7269;3.4423;4.4068;0.5692
Social External;2018;2;Dime Bank;2.0550;0.8939;6.3985;2.3222
Social External;2018;2;Fifth Third Bank;2.8577;2.5140;5.9276;0.6874
Social External;2018;2;First Horizon Bank;3.3403;2.8378;5.7200;1.0050
Social External;2018;2;Webster Bank;9.5329;9.0710;0.0043;0.9239
Social External;2018;3;Citizens Bank;6.1437;6.0086;2.4853;0.2702
Social External;2018;3;Dime Bank;2.4046;2.3406;7.4084;0.1279
Social External;2018;3;Fifth Third Bank;4.7779;4.5271;4.8863;0.5016
Social External;2018;3;First Horizon Bank;6.6617;6.5342;2.7530;0.2551
Social External;2018;3;Webster Bank;3.3637;3.2902;6.2512;0.1469
Social External;2018;4;Citizens Bank;7.4364;7.4239;1.2636;0.0250
Social External;2018;4;Dime Bank;5.1182;4.5182;4.2488;1.2000
Social External;2018;4;Fifth Third Bank;4.7505;4.5821;5.0517;0.3368
Social External;2018;4;First Horizon Bank;9.1515;8.3084;0.0046;1.6861
Social External;2018;4;Webster Bank;0.4581;0.0800;9.1512;0.7562
Social External;2018;5;Citizens Bank;6.0034;5.8092;1.5516;0.3884
Social External;2018;5;Dime Bank;4.2690;3.9865;4.8833;0.5650
Social External;2018;5;Fifth Third Bank;3.9419;3.4461;4.7918;0.9915
Social External;2018;5;First Horizon Bank;4.1336;4.0137;5.0444;0.2399
Social External;2018;5;Webster Bank;0.2940;0.0067;9.4180;0.5747
Social External;2018;6;Citizens Bank;5.7551;4.6510;2.5160;2.2082
Social External;2018;6;Dime Bank;2.6268;2.0953;6.0891;1.0630
Social External;2018;6;Fifth Third Bank;3.8543;2.7263;4.9041;2.2560
Social External;2018;6;First Horizon Bank;4.4935;4.4712;2.9938;0.0447
Social External;2018;6;Webster Bank;2.0204;1.9991;7.9561;0.0427
Social External;2018;7;Citizens Bank;7.0078;6.9015;2.2835;0.2126
Social External;2018;7;Dime Bank;5.9632;5.3110;2.7508;1.3044
Social External;2018;7;Fifth Third Bank;3.5867;3.5446;5.9535;0.0843
Social External;2018;7;First Horizon Bank;4.5626;3.2513;4.0525;2.6227
Social External;2018;7;Webster Bank;7.0738;6.3126;1.8757;1.5223
Social External;2018;8;Citizens Bank;8.0472;7.9690;1.0061;0.1563
Social External;2018;8;Dime Bank;4.5701;4.4736;5.2772;0.1930
Social External;2018;8;Fifth Third Bank;3.7823;3.6837;4.4448;0.1971
Social External;2018;8;First Horizon Bank;7.9946;7.7265;1.7279;0.5361
Social External;2018;8;Webster Bank;1.3998;1.3568;8.3569;0.0859
Social External;2018;9;Citizens Bank;3.3111;2.6532;5.5843;1.3157
Social External;2018;9;Dime Bank;4.4933;3.8000;4.7868;1.3865
Social External;2018;9;Fifth Third Bank;4.9521;4.8331;4.7710;0.2380
Social External;2018;9;First Horizon Bank;4.7176;4.4931;4.8086;0.4490
Social External;2018;9;Webster Bank;0.5542;0.2478;8.4906;0.6128
Social External;2018;10;Citizens Bank;8.1082;7.9461;1.2781;0.3243
Social External;2018;10;Dime Bank;5.0194;4.5853;4.4025;0.8682
Social External;2018;10;Fifth Third Bank;5.3927;4.7201;3.2948;1.3453
Social External;2018;10;First Horizon Bank;4.8224;4.7431;5.0842;0.1584
Social External;2018;10;Webster Bank;2.0602;0.8682;6.0673;2.3841
Social External;2018;11;Citizens Bank;7.7067;7.6801;1.5661;0.0533
Social External;2018;11;Dime Bank;5.1836;4.4285;3.2004;1.5102
Social External;2018;11;Fifth Third Bank;1.5585;1.4668;8.3381;0.1835
Social External;2018;11;First Horizon Bank;4.2937;4.0912;5.4835;0.4048
Social External;2018;11;Webster Bank;0.0595;0.0301;9.1531;0.0587
Social External;2018;12;Citizens Bank;4.6655;4.1329;3.5364;1.0653
Social External;2018;12;Dime Bank;2.8771;2.8052;6.2615;0.1438
Social External;2018;12;Fifth Third Bank;2.2154;1.9162;7.3597;0.5984
Social External;2018;12;First Horizon Bank;5.4627;5.4510;2.7099;0.0233
Social External;2018;12;Webster Bank;2.2050;2.0766;7.6181;0.2568
Social External;2019;1;Citizens Bank;7.4540;7.4348;1.4524;0.0383
Social External;2019;1;Dime Bank;2.8699;2.7309;6.3799;0.2779
Social External;2019;1;Fifth Third Bank;3.9375;3.8900;5.5126;0.0951
Social External;2019;1;First Horizon Bank;0.1263;0.0443;9.3578;0.1640
Social External;2019;1;Webster Bank;3.2242;3.0238;6.1741;0.4008
Social External;2019;2;Citizens Bank;5.2438;4.7973;4.2353;0.8928
Social External;2019;2;Dime Bank;3.9127;3.8072;5.9771;0.2110
Social External;2019;2;Fifth Third Bank;3.5890;3.3869;5.6093;0.4042
Social External;2019;2;First Horizon Bank;3.2845;2.9675;5.9366;0.6340
Social External;2019;2;Webster Bank;0.1171;0.0774;8.4572;0.0795
Social External;2019;3;Citizens Bank;8.2752;8.2538;1.5919;0.0427
Social External;2019;3;Dime Bank;4.0658;3.9807;5.8422;0.1702
Social External;2019;3;Fifth Third Bank;3.0801;3.0002;5.5880;0.1599
Social External;2019;3;First Horizon Bank;3.2899;2.4848;5.5752;1.6103
Social External;2019;3;M&T Bank;0.5570;0.5389;0.1943;0.0364
Social External;2019;3;Webster Bank;2.4352;1.8808;4.7050;1.1088
Social External;2019;4;Citizens Bank;6.8600;6.5245;2.7175;0.6710
Social External;2019;4;Dime Bank;1.7410;1.6670;8.1528;0.1480
Social External;2019;4;Fifth Third Bank;3.2438;2.9254;6.1462;0.6368
Social External;2019;4;First Horizon Bank;2.9868;2.5746;5.4716;0.8245
Social External;2019;4;Webster Bank;3.2656;3.1351;6.4896;0.2610
Social External;2019;5;Citizens Bank;8.9775;8.9448;0.7641;0.0655
Social External;2019;5;Dime Bank;4.2954;4.1100;5.0073;0.3707
Social External;2019;5;Fifth Third Bank;3.7355;3.4943;5.9164;0.4825
Social External;2019;5;First Horizon Bank;6.4716;6.0673;2.5883;0.8085
Social External;2019;5;Webster Bank;3.3550;3.3207;6.6031;0.0688
Social External;2019;6;Citizens Bank;6.3160;6.2413;3.5129;0.1495
Social External;2019;6;Dime Bank;5.5835;5.0195;3.8515;1.1280
Social External;2019;6;Fifth Third Bank;2.6107;2.3262;6.4878;0.5692
Social External;2019;6;First Horizon Bank;6.3221;6.0813;3.3576;0.4815
Social External;2019;6;M&T Bank;0.0030;0.0024;9.9963;0.0012
Social External;2019;6;Webster Bank;5.1799;4.4713;2.7647;1.4172
Social External;2019;7;Citizens Bank;4.0600;3.9899;4.8330;0.1403
Social External;2019;7;Dime Bank;3.4320;3.2619;6.3332;0.3401
Social External;2019;7;Fifth Third Bank;4.1773;4.0249;5.5942;0.3049
Social External;2019;7;First Horizon Bank;6.3424;5.8718;2.2355;0.9413
Social External;2019;7;Webster Bank;3.1649;1.9287;5.4088;2.4724
Social External;2019;8;Citizens Bank;2.9326;2.8764;6.9649;0.1124
Social External;2019;8;Dime Bank;4.4473;4.3415;4.2502;0.2117
Social External;2019;8;Fifth Third Bank;4.8101;4.5570;4.5675;0.5061
Social External;2019;8;First Horizon Bank;5.0073;4.4078;4.2436;1.1989
Social External;2019;8;Webster Bank;3.9692;3.9382;5.9941;0.0621
Social External;2019;9;Citizens Bank;7.2531;5.5497;1.0314;3.4070
Social External;2019;9;Dime Bank;1.8593;1.6133;7.5120;0.4920
Social External;2019;9;Fifth Third Bank;2.3264;1.9836;7.2641;0.6857
Social External;2019;9;First Horizon Bank;5.4766;5.4362;4.3192;0.0808
Social External;2019;9;Webster Bank;0.2380;0.0403;9.4084;0.3955
Social External;2019;10;Citizens Bank;6.7581;6.6482;3.1270;0.2199
Social External;2019;10;Dime Bank;2.9278;2.8706;6.7338;0.1144
Social External;2019;10;Fifth Third Bank;3.7823;3.3373;5.3824;0.8899
Social External;2019;10;First Horizon Bank;8.6428;8.5821;0.0410;0.1215
Social External;2019;10;Webster Bank;1.3312;1.2012;7.8623;0.2598
Social External;2019;11;Citizens Bank;6.0848;5.7584;2.1683;0.6529
Social External;2019;11;Dime Bank;3.4038;3.3289;6.3133;0.1496
Social External;2019;11;Fifth Third Bank;2.8301;2.6830;6.8708;0.2941
Social External;2019;11;First Horizon Bank;6.0019;5.9372;2.5332;0.1296
Social External;2019;11;Webster Bank;6.7537;6.7109;2.7861;0.0856
Social External;2019;12;Citizens Bank;7.6008;7.5318;1.4710;0.1379
Social External;2019;12;Dime Bank;2.2743;2.2351;7.6805;0.0784
Social External;2019;12;Fifth Third Bank;3.9236;3.7680;5.7099;0.3111
Social External;2019;12;First Horizon Bank;0.4119;0.2661;8.4650;0.2916
Social External;2019;12;Webster Bank;0.4043;0.1111;9.2054;0.5864
Social External;2020;1;Citizens Bank;5.2465;4.2628;2.2988;1.9673
Social External;2020;1;Dime Bank;6.5277;6.5133;2.7252;0.0288
Social External;2020;1;Fifth Third Bank;4.0336;3.9605;5.5916;0.1462
Social External;2020;1;First Horizon Bank;1.6897;1.6740;8.2883;0.0315
Social External;2020;1;Webster Bank;0.1894;0.1599;9.7505;0.0589
Social External;2020;2;Citizens Bank;5.8893;5.3619;3.2550;1.0548
Social External;2020;2;Dime Bank;4.3479;4.2893;4.3077;0.1171
Social External;2020;2;Fifth Third Bank;3.1203;3.0129;6.4069;0.2148
Social External;2020;2;First Horizon Bank;3.4170;3.0857;5.8585;0.6626
Social External;2020;2;Webster Bank;3.5631;3.0095;5.6252;1.1072
Social External;2020;3;Citizens Bank;6.2805;6.0675;3.2544;0.4260
Social External;2020;3;Dime Bank;4.8698;4.6982;2.7180;0.3432
Social External;2020;3;Fifth Third Bank;6.6810;6.5284;3.0038;0.3051
Social External;2020;3;First Horizon Bank;3.2195;3.0866;6.3735;0.2659
Social External;2020;3;Webster Bank;2.1218;1.5007;7.1710;1.2422
Social External;2020;4;Citizens Bank;6.9568;6.5491;2.5722;0.8154
Social External;2020;4;Dime Bank;6.3418;6.0249;1.9334;0.6339
Social External;2020;4;Fifth Third Bank;3.8295;3.4625;5.7238;0.7341
Social External;2020;4;First Horizon Bank;2.5674;2.1681;6.2497;0.7987
Social External;2020;4;M&T Bank;7.5332;7.5174;0.1159;0.0316
Social External;2020;4;Webster Bank;2.2777;2.1626;7.5870;0.2303
Social External;2020;5;Citizens Bank;6.8981;6.8288;1.3212;0.1386
Social External;2020;5;Dime Bank;3.1313;2.9378;6.5816;0.3870
Social External;2020;5;Fifth Third Bank;2.8895;2.4418;6.6248;0.8955
Social External;2020;5;First Horizon Bank;5.4145;5.3075;3.5926;0.2140
Social External;2020;5;Webster Bank;3.7005;3.3711;5.0707;0.6586
Social External;2020;6;Citizens Bank;7.1038;6.9260;1.6272;0.3556
Social External;2020;6;Dime Bank;5.3601;5.0265;4.2410;0.6672
Social External;2020;6;Fifth Third Bank;6.6830;6.2900;2.7826;0.7859
Social External;2020;6;First Horizon Bank;5.8520;5.6026;3.8757;0.4988
Social External;2020;6;Webster Bank;3.1592;2.5184;5.5345;1.2815
Social External;2020;7;Citizens Bank;7.1824;6.9901;1.5276;0.3848
Social External;2020;7;Dime Bank;2.3581;2.2226;6.4258;0.2710
Social External;2020;7;Fifth Third Bank;3.5746;3.2290;6.0285;0.6912
Social External;2020;7;First Horizon Bank;2.1833;1.8421;7.4409;0.6824
Social External;2020;7;Webster Bank;1.9241;1.6228;7.7726;0.6027
Social External;2020;8;Citizens Bank;7.0834;7.0043;2.7119;0.1582
Social External;2020;8;Dime Bank;4.2898;4.1554;4.8855;0.2687
Social External;2020;8;Fifth Third Bank;5.5888;4.8943;3.3824;1.3890
Social External;2020;8;First Horizon Bank;4.9920;4.8720;3.1205;0.2398
Social External;2020;8;Webster Bank;9.0719;9.0576;0.9134;0.0287
Social External;2020;9;Citizens Bank;5.3756;4.9601;4.1947;0.8311
Social External;2020;9;Dime Bank;2.6280;2.2197;6.5906;0.8167
Social External;2020;9;Fifth Third Bank;4.0312;3.6688;5.5819;0.7249
Social External;2020;9;First Horizon Bank;1.5521;1.3667;8.2372;0.3709
Social External;2020;9;Webster Bank;2.1792;2.0390;7.4709;0.2805
Social External;2020;10;Citizens Bank;6.4259;5.8849;2.2005;1.0821
Social External;2020;10;Dime Bank;1.2831;1.2514;7.5229;0.0634
Social External;2020;10;Fifth Third Bank;5.1060;5.0773;4.1885;0.0575
Social External;2020;10;First Horizon Bank;3.3602;3.1700;6.3830;0.3805
Social External;2020;10;M&T Bank;0.0042;0.0027;9.9932;0.0028
Social External;2020;10;Webster Bank;3.2051;3.0827;4.1565;0.2448
Social External;2020;11;Chelsea Gronto Bank;0.0075;0.0033;9.9882;0.0084
Social External;2020;11;Citizens Bank;7.1071;6.9008;1.9970;0.4126
Social External;2020;11;Dime Bank;3.1598;2.7205;5.9158;0.8786
Social External;2020;11;Fifth Third Bank;4.4506;4.3665;5.2258;0.1683
Social External;2020;11;First Horizon Bank;5.0110;5.0037;4.9786;0.0145
Social External;2020;11;Webster Bank;2.8382;2.3099;4.8148;1.0566
Social External;2020;12;Citizens Bank;7.6863;7.4075;1.8856;0.5575
Social External;2020;12;Dime Bank;4.2994;4.1559;5.0462;0.2870
Social External;2020;12;Fifth Third Bank;5.5996;5.3482;3.2556;0.5028
Social External;2020;12;First Horizon Bank;6.1027;5.8403;2.5726;0.5249
Social External;2020;12;Webster Bank;2.4354;2.2976;5.8270;0.2755
Social External;2021;1;Citizens Bank;4.0777;3.5344;5.3559;1.0866
Social External;2021;1;Dime Bank;5.3800;5.1660;4.0894;0.4278
Social External;2021;1;Fifth Third Bank;3.9316;3.6757;4.8694;0.5117
Social External;2021;1;First Horizon Bank;3.1297;2.6901;6.1516;0.8792
Social External;2021;1;Webster Bank;3.9318;2.3783;4.3208;3.1070
Social External;2021;2;Citizens Bank;6.5611;5.9448;2.7995;1.2326
Social External;2021;2;Dime Bank;5.9978;5.6751;3.6168;0.6453
Social External;2021;2;Fifth Third Bank;6.3927;5.9048;2.9611;0.9758
Social External;2021;2;First Horizon Bank;5.0180;4.6693;4.4741;0.6975
Social External;2021;2;Webster Bank;0.9515;0.3967;7.9024;1.1096
Social External;2021;3;Citizens Bank;6.2083;5.8003;3.0663;0.8160
Social External;2021;3;Dime Bank;4.4258;4.2216;5.3052;0.4084
Social External;2021;3;Fifth Third Bank;4.4163;4.0509;4.8119;0.7306
Social External;2021;3;First Horizon Bank;5.4040;5.0963;2.5938;0.6154
Social External;2021;3;Webster Bank;4.7511;4.6942;4.7783;0.1138
Social External;2021;4;Chelsea Gronto Bank;0.1398;0.0761;9.6936;0.1274
Social External;2021;4;Citizens Bank;4.7303;3.9073;3.8704;1.6459
Social External;2021;4;Dime Bank;2.0932;2.0502;7.6133;0.0860
Social External;2021;4;Fifth Third Bank;5.8303;5.6916;3.9573;0.2774
Social External;2021;4;First Horizon Bank;4.2137;4.0272;4.8233;0.3729
Social External;2021;4;Webster Bank;4.6440;4.5599;5.1035;0.1682
Social External;2021;5;Citizens Bank;8.7906;8.6745;0.8171;0.2322
Social External;2021;5;Dime Bank;1.8121;1.5363;7.8775;0.5517
Social External;2021;5;Fifth Third Bank;5.3354;5.1995;3.9961;0.2719
Social External;2021;5;First Horizon Bank;6.2705;5.6146;2.9843;1.3118
Social External;2021;5;Webster Bank;6.4577;5.0189;1.5278;2.8776
Social External;2021;6;Citizens Bank;4.3826;4.2605;4.2300;0.2442
Social External;2021;6;Dime Bank;3.5796;3.4026;6.1015;0.3539
Social External;2021;6;Fifth Third Bank;3.7490;3.3689;5.6172;0.7600
Social External;2021;6;First Horizon Bank;3.9690;3.8578;5.9068;0.2225
Social External;2021;6;Webster Bank;0.0246;0.0087;7.5022;0.0318
Social External;2021;7;Citizens Bank;4.1531;3.9522;4.8013;0.4019
Social External;2021;7;Dime Bank;6.1447;6.1299;3.4627;0.0296
Social External;2021;7;Fifth Third Bank;4.8410;4.3693;4.5627;0.9436
Social External;2021;7;First Horizon Bank;0.0906;0.0482;9.8397;0.0847
Social External;2021;7;Webster Bank;0.1032;0.0686;9.8499;0.0692
Social External;2021;8;Citizens Bank;4.4151;3.9879;5.0805;0.8544
Social External;2021;8;Dime Bank;5.1630;4.8407;4.1670;0.6446
Social External;2021;8;Fifth Third Bank;4.0241;3.6035;4.7557;0.8412
Social External;2021;8;First Horizon Bank;3.9350;3.7903;5.8062;0.2892
Social External;2021;8;Webster Bank;4.3403;4.0510;4.1638;0.5785
Social External;2021;9;Citizens Bank;4.2840;3.5374;4.9377;1.4932
Social External;2021;9;Dime Bank;3.4340;3.3186;5.8005;0.2308
Social External;2021;9;Fifth Third Bank;4.1384;3.9698;5.3465;0.3373
Social External;2021;9;First Horizon Bank;6.3748;6.1436;3.3849;0.4624
Social External;2021;9;Webster Bank;0.9868;0.9312;8.8027;0.1112
Social External;2021;10;Chelsea Gronto Bank;8.0822;6.2201;0.0471;3.7242
Social External;2021;10;Citizens Bank;7.0409;6.3537;1.3808;1.3744
Social External;2021;10;Dime Bank;5.3320;5.2308;4.4725;0.2026
Social External;2021;10;Fifth Third Bank;4.1913;3.6554;5.0502;1.0718
Social External;2021;10;First Horizon Bank;5.8455;5.5032;3.1659;0.6845
Social External;2021;10;Webster Bank;7.7999;7.7143;1.9122;0.1712
Social External;2021;11;Citizens Bank;7.6060;7.1471;1.1527;0.9178
Social External;2021;11;Dime Bank;3.2059;2.2002;4.7299;2.0115
Social External;2021;11;Fifth Third Bank;3.9463;3.7785;5.6197;0.3358
Social External;2021;11;First Horizon Bank;5.1177;5.0645;4.8202;0.1066
Social External;2021;11;Webster Bank;8.6943;8.6539;1.2634;0.0809
Social External;2021;12;Citizens Bank;2.9283;2.5324;5.3689;0.7918
Social External;2021;12;Dime Bank;4.2939;3.8754;5.2450;0.8369
Social External;2021;12;Fifth Third Bank;2.1702;1.8090;7.3689;0.7223
Social External;2021;12;First Horizon Bank;4.7463;3.6367;3.8218;2.2192
Social External;2021;12;Webster Bank;1.3841;0.7254;7.8226;1.3174
Social External;2022;1;Citizens Bank;5.1508;4.7853;4.2555;0.7310
Social External;2022;1;Dime Bank;5.8343;5.6744;3.9052;0.3198
Social External;2022;1;Fifth Third Bank;4.7936;4.3752;4.2875;0.8369
Social External;2022;1;First Horizon Bank;3.4617;3.3745;6.4216;0.1743
Social External;2022;1;Webster Bank;9.9810;9.9638;0.0016;0.0344
Social External;2022;2;Citizens Bank;2.7981;2.6414;6.3820;0.3135
Social External;2022;2;Dime Bank;4.8105;4.6390;4.3957;0.3432
Social External;2022;2;Fifth Third Bank;3.1347;3.0514;6.3235;0.1667
Social External;2022;2;First Horizon Bank;1.7842;1.5036;7.1875;0.5613
Social External;2022;2;Webster Bank;2.7981;2.7922;7.1935;0.0118
Social External;2022;3;Chelsea Gronto Bank;9.8703;9.7440;0.0023;0.2525
Social External;2022;3;Citizens Bank;5.0657;4.3200;3.9121;1.4913
Social External;2022;3;Dime Bank;5.2834;5.1546;3.9969;0.2576
Social External;2022;3;Fifth Third Bank;3.7178;3.4332;5.6162;0.5692
Social External;2022;3;First Horizon Bank;2.9528;2.6887;6.1656;0.5282
Social External;2022;3;Webster Bank;1.1619;1.1179;8.7246;0.0880
Social External;2022;4;Chelsea Gronto Bank;9.7743;9.5567;0.0054;0.4351
Social External;2022;4;Citizens Bank;7.0022;6.4086;2.2138;1.1871
Social External;2022;4;Dime Bank;6.0972;5.8860;3.5197;0.4225
Social External;2022;4;Fifth Third Bank;3.5130;3.2729;5.3824;0.4803
Social External;2022;4;First Horizon Bank;2.8532;2.1535;6.0736;1.3994
Social External;2022;4;Webster Bank;2.4058;2.3936;7.5318;0.0244
Social External;2022;5;Chelsea Gronto Bank;9.0169;8.0844;0.0121;1.8650
Social External;2022;5;Citizens Bank;7.7137;7.1413;0.8392;1.1450
Social External;2022;5;Dime Bank;4.0199;3.9679;5.8958;0.1040
