created_at,text
,ITU's FB. Export Import Bank of the United States. Chelsea State Bank. Webster Bank. https://t.co/3Ww3Qqr7q5
,Proofpoint's FB. Invisor Insurance. Webster Bank. Equifax. https://t.co/tNVOgiAGPM
,Proofpoint's X. Affinity FCU. Danaher. Webster Bank. https://t.co/OsK9wT7DXE
,"Now through June 23rd, everything raised through our donation site receives a 15% match thanks to our friends at Webster Bank. That means 115% of funds raised directly supports our mission to assist children &amp; families in need of assistance after heartbreak and tragedy."
,"Virtual Webinar: Best strategies for #Banks and #FinancialInstitutions. Expand #business, acquire new customers and increase deposits, even in areas where banks do not have branch locations. #WebsterBank #FilomenaDiGiovanni #JeffreyMercado #APTechnology #RichardLove #GregWilfahrt https://t.co/6Ckt4YwCMX"
,"Virtual Webinar: Best strategies for #Banks and #FinancialInstitutions. Expand #business, acquire new customers and increase deposits, even in areas where banks do not have branch locations. #WebsterBank #FilomenaDiGiovanni #JeffreyMercado #APTechnology #RichardLove #GregWilfahrt https://t.co/3bCtj5g6Zr"
,"Donating to our charity for the Travelers Championship ‘Birdies for Charity’ tournament has a greater impact. That’s because every dollar raised is boosted by 15% thanks to the generosity of Webster Bank. Please consider contributing below. Thank you!

🔗: https://t.co/YtHTeJKQ3V https://t.co/Okxwb41zgP"
,@ChrisMurphyCT I’m thinking they refused your request for free tickets to Taylor Swift …Dumbo. Perhaps like Webster Bank if they just acquiesced to your demands they would have saved themselves lot of trouble. Speaking of Webster .. keeping up on your mortgage payments ? No more 13 months late
,"Billion-Dollar Bank Suffers Data Breach

Webster Bank uses Guardian Analytics, which monitors financial transactions.  They were responsible for leaking the data of Webster Bank’s customers to an unidentified third-party hacker.

https://t.co/4sT2l1kjL1

#cybersecurity https://t.co/TdahI1cuAp"
,@Real_JMHiggins 732-2114...area code 631 Webster bank... Love you... waiting for your show on TV 1am..love you soooo much..see you soon on TV later
,@Real_JMHiggins it's Webster bank in Farmingville I'll look up the # and send it ok? Love you Mary Anne 💗😘
,CNN. Unum. WaFd Bank. Webster Bank. https://t.co/kzRdml9vXl
