created_at,text
,"RT @RealMattlanta: You can check out my conversation with Braves legend @DaleMurphy3 right here. 

I talked to Murph at our Lunch with a le…"
,"You can check out my conversation with Braves legend @DaleMurphy3 right here. 

I talked to Murph at our Lunch with a legend series last week. Thanks to First Horizon Bank. 

https://t.co/nD3sgOYgVl https://t.co/bih0fZVtpI"
,"First Horizon Bank is teaching our students about conservation today and how to save!!
How appropriate on Earth Day! https://t.co/42x00WrxxC"
,"Thank you for attending our April Breakfast Briefing. 

A special thanks to our sponsor, First Horizon Bank, for making this event free.

To access their presentation and photos from the event, click here: https://t.co/8J0XKZfZKk

@FirstHorizonBnk @JeffParishGov https://t.co/RnBvflRhKA"
,Thanks to Lisa Humphres for inviting us join her at the First Horizon Bank table to celebrate BrightStone’s 25th anniversary. https://t.co/kSVfuNPRoN Here’s a clip from Lady A’s performance. https://t.co/kW5UNpCuVE
