query,business_name,review_rating,review_text,review_photos,review_tags,datetime_utc,timestamp,review_id,author_title,author_friend_count,author_photo_count,author_reviews_count,author_location,author_image,author_id,author_url,owner_reply,owner_reply_title,owner_reply_datetime_utc,owner_reply_timestamp,next_page_cursor
https://www.yelp.com/biz/citizens-bank-hartford?osq=Citizens Bank,Citizens Bank,1,The only reason they have a star is cause they don't have a zero. Every aspect of their policies and service SUCKS. Do your self a favor and bank somewhere else.,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/03/2023 15:35:08,1675438508,_UB1nfrbgvTD9Z9pAkjDcw,Joe G.,0,0,5,"Chicopee, MA",,9LJoomf03uOTpyfTMs01bA,https://www.yelp.com/user_details?userid=9LJoomf03uOTpyfTMs01bA,,,,,
https://www.yelp.com/biz/citizens-bank-hartford?osq=Citizens Bank,Citizens Bank,1,"In December of 2021 my Husband and I bought a stove at Best Buy in West Hartford CT.  We put the stove which was around $800 on a CitiBank charge card with no interest.  In January we gave a $100 payment before receiving monthly bill.  We were not told that it would go towards the purchase not the 1st payment.  We find out the other day we were assessed a late fee for January!!!, and reported to credit bureau.  Then told if we waited 2 days later and made the payment it would not have been a problem.  What kind of practice is this??? We make a $100 payment and we are charged a late fee!!!!!! My Husband ended up taking money from our bill money and going to Best Buy and paying off the Stove so we never have to deal with CitiBank again!!!  Had to make numerous phone calls with customer service and other departments to cancel card!  Asked for a District Manager or someone higher up to call me, and have not heard from anyone.  Even the Manager at Best Buy said that we weren't treated properly!!!!!!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/08/2022 21:33:37,1644356017,O7Z6cOsWQMVZ3XFt__qgyw,Paula B.,13,0,39,"Bristol, CT",,FbNUTdO-R4dLQqwTOPcYbA,https://www.yelp.com/user_details?userid=FbNUTdO-R4dLQqwTOPcYbA,,,,,
